source_timestamp,destination_timestamp,x,y,z,roll,pitch,yaw
1446206197941326,1446206197878826,4.609498e-01,-1.645057e-02,-1.621719e-02,8.004959e-04,-3.310167e-03,-1.808898e-04
1446206198003827,1446206197941326,4.248891e-01,-4.357828e-03,-1.985553e-02,3.964349e-04,-3.049374e-03,-1.523431e-04
1446206198066328,1446206198003827,4.213173e-01,-7.538945e-04,-2.427471e-02,1.682593e-03,-3.319651e-03,-2.777548e-04
1446206198128828,1446206198066328,4.293699e-01,-2.325687e-04,-2.701895e-02,2.448351e-03,-1.784040e-03,-3.640199e-04
1446206198191329,1446206198128828,4.228333e-01,-2.512840e-03,-2.535323e-02,1.084436e-03,-1.136578e-03,-7.660993e-05
1446206198253829,1446206198191329,4.291856e-01,-4.370390e-03,-2.517592e-02,-6.073544e-04,5.374222e-05,1.080024e-04
1446206198316330,1446206198253829,4.356139e-01,-6.290186e-03,-2.528777e-02,-2.824332e-04,7.580697e-04,4.145534e-04
1446206198378831,1446206198316330,4.283919e-01,-2.723452e-03,-2.084865e-02,-1.048764e-03,8.706189e-04,1.419552e-04
1446206198441331,1446206198378831,4.259091e-01,-3.738217e-03,-2.118789e-02,-1.040599e-03,4.031537e-04,5.660080e-05
1446206198503831,1446206198441331,4.265524e-01,-4.599204e-03,-2.086109e-02,-5.110025e-05,-1.022509e-03,1.973882e-04
1446206198566332,1446206198503831,4.358048e-01,-3.969754e-03,-2.229695e-02,1.693869e-04,-1.460073e-03,3.545104e-04
1446206198628832,1446206198566332,4.330443e-01,-2.647723e-03,-2.335592e-02,2.288669e-04,-8.381304e-04,6.861711e-04
1446206198691333,1446206198628832,4.359134e-01,-2.840712e-03,-2.428576e-02,-3.453936e-05,-1.467127e-03,9.876388e-04
1446206198753834,1446206198691333,4.328732e-01,-4.637830e-04,-2.402671e-02,7.660352e-04,-1.214164e-03,8.638128e-04
1446206198816335,1446206198753834,4.358943e-01,-7.478888e-04,-2.467638e-02,3.612266e-04,-3.852428e-04,7.689868e-04
1446206198878835,1446206198816335,4.411430e-01,-1.377873e-04,-2.581170e-02,8.731204e-04,-1.352961e-04,6.348084e-04
1446206198941335,1446206198878835,4.377785e-01,-1.816394e-03,-2.427809e-02,4.046281e-04,-2.342708e-04,7.404039e-04
1446206199003836,1446206198941335,4.378613e-01,-2.161083e-03,-2.520550e-02,7.319534e-04,-2.850438e-04,8.781783e-04
1446206199066337,1446206199003836,4.387336e-01,-1.416025e-03,-2.576487e-02,8.761161e-06,3.677797e-04,8.261075e-04
1446206199128836,1446206199066337,4.432946e-01,-2.652375e-03,-2.397686e-02,-4.326082e-04,3.996690e-04,9.105940e-04
1446206199191338,1446206199128836,4.379049e-01,-1.207544e-04,-2.534596e-02,1.317159e-03,1.091120e-04,8.447045e-04
1446206199253839,1446206199191338,4.399668e-01,-1.770699e-03,-2.668610e-02,1.178769e-04,2.604033e-04,7.747697e-04
1446206199316338,1446206199253839,4.431632e-01,-3.271088e-03,-2.506508e-02,-7.034386e-04,7.715309e-05,8.375061e-04
1446206199378839,1446206199316338,4.419986e-01,-2.206828e-03,-2.507160e-02,6.958981e-04,5.863969e-05,8.509560e-04
1446206199441340,1446206199378839,4.427544e-01,-1.738005e-03,-2.505088e-02,9.781887e-04,-5.744125e-05,9.707434e-04
1446206199503841,1446206199441340,4.433223e-01,-4.996509e-03,-2.593358e-02,-1.868688e-03,7.493580e-04,9.957919e-04
1446206199566342,1446206199503841,4.437857e-01,-3.643667e-03,-2.514612e-02,-6.610182e-04,9.207793e-04,7.120884e-04
1446206199628843,1446206199566342,4.449393e-01,-1.581727e-03,-2.485421e-02,1.960360e-04,-2.482818e-04,6.724488e-04
1446206199691343,1446206199628843,4.454694e-01,-2.752310e-04,-2.538683e-02,9.033067e-04,2.660756e-04,7.914393e-04
1446206199753845,1446206199691343,4.450620e-01,1.421142e-03,-2.605219e-02,2.473000e-03,4.108720e-04,7.999868e-04
1446206199816346,1446206199753845,4.454861e-01,-4.232855e-04,-2.579245e-02,8.597382e-04,4.726509e-04,6.341217e-04
1446206199878847,1446206199816346,4.417297e-01,-1.162918e-03,-2.744836e-02,6.159311e-05,6.865064e-04,8.873664e-04
1446206199941346,1446206199878847,4.451767e-01,-8.779902e-04,-2.844169e-02,1.042167e-03,1.105323e-03,1.140761e-03
1446206200003846,1446206199941346,4.459423e-01,-2.592417e-03,-2.727535e-02,-6.138401e-04,1.096198e-03,1.093868e-03
1446206200066346,1446206200003846,4.467440e-01,-4.298233e-03,-2.697649e-02,-1.898872e-03,1.236978e-03,5.967944e-04
1446206200128845,1446206200066346,4.440867e-01,-2.672585e-03,-2.814808e-02,4.320686e-04,2.395884e-03,-4.084682e-06
1446206200191347,1446206200128845,4.447056e-01,-1.552900e-03,-2.572796e-02,5.141901e-04,1.786634e-03,-3.385426e-06
1446206200253849,1446206200191347,4.505612e-01,5.898561e-05,-2.381848e-02,1.478806e-03,-5.394778e-04,1.494202e-04
1446206200316348,1446206200253849,4.552603e-01,-4.832068e-04,-2.249166e-02,1.533779e-03,-2.601767e-03,5.863991e-05
1446206200378852,1446206200316348,4.527912e-01,-2.882112e-03,-2.227960e-02,-6.582383e-04,-2.528821e-03,2.574161e-04
1446206200441351,1446206200378852,4.526352e-01,-5.329736e-03,-2.346631e-02,-3.480450e-03,-2.641927e-03,8.185769e-04
1446206200503852,1446206200441351,4.509717e-01,-4.998337e-03,-2.805980e-02,-2.135698e-03,-2.524730e-03,9.811923e-04
1446206200566352,1446206200503852,4.491935e-01,-4.792150e-03,-3.084651e-02,-1.516632e-03,-8.822295e-04,1.078271e-03
1446206200628849,1446206200566352,4.515163e-01,-2.200048e-03,-3.103997e-02,-1.273098e-03,1.276262e-03,1.097125e-03
1446206200691355,1446206200628849,4.490832e-01,-6.556383e-04,-2.960092e-02,1.532337e-04,2.180538e-03,1.279671e-03
1446206200753854,1446206200691355,4.506152e-01,2.093618e-03,-2.692590e-02,2.018360e-03,1.850408e-03,1.338608e-03
1446206200816354,1446206200753854,4.524855e-01,6.665372e-04,-2.523463e-02,1.751615e-04,1.707158e-03,1.359681e-03
1446206200878852,1446206200816354,4.543006e-01,-4.402572e-04,-2.436551e-02,1.639695e-04,2.965912e-04,1.192950e-03
1446206200941355,1446206200878852,4.562549e-01,-4.104267e-04,-2.398395e-02,6.979806e-04,-1.335535e-03,8.988560e-04
1446206201003855,1446206200941355,4.560192e-01,-3.706274e-04,-2.575195e-02,1.056242e-03,-1.796065e-03,6.825096e-04
1446206201066355,1446206201003855,4.523097e-01,-1.168582e-03,-2.816040e-02,5.776192e-04,-1.302909e-03,4.181889e-04
1446206201128854,1446206201066355,4.530745e-01,-9.860006e-05,-2.873840e-02,1.144387e-03,2.795754e-05,3.954564e-05
1446206201191356,1446206201128854,4.519169e-01,-3.432378e-03,-2.852911e-02,-3.099278e-04,1.795826e-04,2.763098e-05
1446206201253857,1446206201191356,4.524416e-01,-2.386534e-03,-2.638436e-02,6.054822e-04,-4.536466e-04,1.290658e-04
1446206201316357,1446206201253857,4.498627e-01,-1.867637e-03,-2.523671e-02,1.256360e-04,-5.146845e-04,1.213206e-04
1446206201378858,1446206201316357,4.444731e-01,-2.445110e-03,-2.553598e-02,-2.109884e-05,-6.339144e-04,-1.541249e-04
1446206201441368,1446206201378858,4.536468e-01,9.957059e-04,-2.535544e-02,5.790353e-04,-6.943284e-04,-2.572894e-04
1446206201503859,1446206201441368,4.439448e-01,-3.170754e-03,-2.583098e-02,-8.977542e-04,-1.305284e-03,-9.410395e-05
1446206201566360,1446206201503859,4.469262e-01,-1.752869e-03,-2.613297e-02,-2.224387e-03,-2.080719e-03,-1.238521e-04
1446206201628860,1446206201566360,4.435472e-01,-3.547148e-03,-2.605830e-02,-4.747681e-05,-2.219208e-03,-1.764055e-04
1446206201691361,1446206201628860,4.446318e-01,-4.302802e-03,-2.611046e-02,-1.833141e-03,-9.941167e-04,-1.760537e-04
1446206201753862,1446206201691361,4.416537e-01,-4.557502e-03,-2.669533e-02,-2.616204e-03,-2.064778e-04,8.174876e-05
1446206201816362,1446206201753862,4.434924e-01,-5.522523e-03,-2.675996e-02,-1.972724e-03,3.961123e-05,2.826447e-04
1446206201878862,1446206201816362,4.398528e-01,-5.688850e-03,-2.872797e-02,-2.874575e-03,9.057022e-04,1.408262e-04
1446206201941364,1446206201878862,4.442163e-01,-5.628851e-03,-2.587534e-02,-1.940867e-03,-5.750629e-05,3.943900e-04
1446206202003865,1446206201941364,4.425473e-01,-1.792159e-03,-2.491557e-02,5.740950e-04,-3.222737e-04,3.333333e-04
1446206202066365,1446206202003865,4.429786e-01,-5.426750e-03,-2.440178e-02,-3.644396e-03,8.421953e-06,4.929446e-04
1446206202128865,1446206202066365,4.449120e-01,-5.624283e-03,-2.594585e-02,-2.977140e-03,9.028417e-04,3.137773e-04
1446206202191366,1446206202128865,4.464011e-01,-3.143700e-03,-2.937117e-02,7.084569e-04,2.456611e-03,3.107338e-04
1446206202253869,1446206202191366,4.413132e-01,-2.082894e-03,-2.973105e-02,7.666521e-04,2.208612e-03,6.939058e-05
1446206202316369,1446206202253869,4.429863e-01,1.683640e-04,-2.832560e-02,2.181135e-03,2.763095e-03,-5.114827e-04
1446206202378868,1446206202316369,4.414046e-01,2.473680e-03,-2.695333e-02,2.647212e-03,2.927836e-03,-7.989114e-04
1446206202441370,1446206202378868,4.421749e-01,-7.159588e-04,-2.383515e-02,1.846196e-04,9.590976e-04,-2.712095e-04
1446206202503869,1446206202441370,4.447226e-01,-1.700632e-03,-2.220759e-02,1.082977e-03,-9.607865e-04,2.031475e-04
1446206202566370,1446206202503869,4.439359e-01,-2.288688e-03,-2.402394e-02,3.442293e-04,-2.286722e-03,-2.102799e-04
1446206202628871,1446206202566370,4.439468e-01,-3.768563e-03,-2.415117e-02,-1.386879e-03,-2.825383e-03,-6.617184e-04
1446206202691370,1446206202628871,4.418884e-01,-1.723236e-03,-2.617317e-02,-4.215837e-04,-2.719660e-03,-8.863113e-04
1446206202753872,1446206202691370,4.406138e-01,-3.028633e-03,-2.743882e-02,-9.513925e-04,-2.115841e-03,-7.556621e-04
1446206202816373,1446206202753872,4.401201e-01,-3.724550e-03,-2.676503e-02,-1.062745e-03,-1.373553e-03,-4.114188e-04
1446206202878872,1446206202816373,4.372966e-01,-4.099550e-03,-2.617330e-02,-1.694856e-03,-8.089226e-04,-4.971312e-04
1446206202941372,1446206202878872,4.352682e-01,-3.016204e-03,-2.572472e-02,-4.045865e-04,-1.008976e-04,-6.209746e-04
1446206203003874,1446206202941372,4.345780e-01,-2.825861e-03,-2.486184e-02,-6.661790e-04,-4.400221e-04,-4.958737e-04
1446206203066376,1446206203003874,4.376041e-01,-4.155025e-03,-2.422947e-02,-6.058651e-04,-7.177638e-04,-3.113928e-04
1446206203128877,1446206203066376,4.349905e-01,-6.102864e-03,-2.502837e-02,-2.596226e-03,-5.735890e-04,-1.351545e-04
1446206203191375,1446206203128877,4.348667e-01,-8.049945e-03,-2.509139e-02,-4.002869e-03,-1.162074e-03,-2.228694e-04
1446206203253877,1446206203191375,4.311983e-01,-6.016712e-03,-2.549717e-02,-1.910259e-03,-4.404292e-04,-2.294583e-04
1446206203316377,1446206203253877,4.285745e-01,-4.186723e-03,-2.851432e-02,-5.902372e-04,2.812117e-04,-3.498454e-04
1446206203378877,1446206203316377,4.295780e-01,6.530179e-04,-2.769723e-02,3.353514e-03,4.776915e-04,-8.357353e-04
1446206203441378,1446206203378877,4.261201e-01,5.330219e-04,-2.599553e-02,3.439152e-04,4.446568e-05,-8.876472e-04
1446206203503879,1446206203441378,4.271112e-01,-6.554454e-03,-2.559114e-02,-4.484131e-03,1.163866e-04,-2.878958e-04
1446206203566379,1446206203503879,4.212507e-01,-8.130880e-03,-2.761081e-02,-3.902420e-03,1.810952e-03,-5.435598e-06
1446206203628880,1446206203566379,4.198700e-01,-4.660757e-03,-2.574554e-02,1.040106e-03,2.102727e-03,-3.596225e-04
1446206203691381,1446206203628880,4.175472e-01,-2.705381e-03,-2.778083e-02,1.058266e-03,1.935021e-03,-1.114431e-03
1446206203753881,1446206203691381,4.161247e-01,1.498537e-03,-2.907553e-02,3.559815e-03,2.628094e-03,-1.619510e-03
1446206203816383,1446206203753881,4.145700e-01,6.539976e-03,-2.682886e-02,6.521842e-03,2.179123e-03,-1.567771e-03
1446206203878883,1446206203816383,4.164693e-01,3.863628e-03,-2.120135e-02,4.021046e-03,-4.730034e-04,-6.488218e-04
1446206203941386,1446206203878883,4.209934e-01,-7.112884e-03,-1.795840e-02,-4.319773e-03,-3.803040e-03,1.610492e-04
1446206204003884,1446206203941386,4.175670e-01,-9.056486e-03,-1.935507e-02,-3.305605e-03,-4.030566e-03,-2.795608e-04
1446206204066384,1446206204003884,4.135763e-01,-9.648642e-03,-2.246281e-02,-3.111652e-03,-2.821974e-03,-1.030736e-03
1446206204128885,1446206204066384,4.132086e-01,-8.756180e-03,-2.375052e-02,-3.385118e-03,-3.411221e-03,-1.149134e-03
1446206204191389,1446206204128885,4.108043e-01,-9.373363e-03,-2.895494e-02,-4.346388e-03,-2.131890e-03,-1.172683e-03
1446206204253886,1446206204191389,4.023383e-01,-4.171355e-04,-3.370849e-02,2.877891e-03,1.650463e-03,-1.730688e-03
1446206204316395,1446206204253886,3.973811e-01,2.877635e-03,-3.295178e-02,4.471456e-03,4.505489e-03,-1.692182e-03
1446206204378888,1446206204316395,3.984209e-01,1.253187e-03,-2.718878e-02,2.444732e-03,3.744856e-03,-7.561220e-04
1446206204441389,1446206204378888,3.997233e-01,-5.230289e-03,-2.258517e-02,-2.588112e-03,2.248474e-03,-4.174409e-04
1446206204503889,1446206204441389,3.966295e-01,-7.999527e-03,-2.159341e-02,-2.903841e-03,1.217377e-03,-6.439045e-04
1446206204566389,1446206204503889,3.977785e-01,-8.863037e-03,-2.224873e-02,-3.534535e-03,2.145258e-03,-6.574669e-04
1446206204628889,1446206204566389,3.920108e-01,-7.840065e-03,-2.307753e-02,-2.213737e-03,7.787575e-04,-6.880021e-04
1446206204691387,1446206204628889,4.014079e-01,-3.124892e-03,-2.297747e-02,7.772005e-04,-1.575999e-03,-1.281533e-03
1446206204753890,1446206204691387,3.993750e-01,-1.048810e-03,-2.306015e-02,1.455508e-03,-2.891607e-03,-1.972414e-03
1446206204816388,1446206204753890,3.955573e-01,3.877291e-05,-2.192069e-02,9.160858e-04,-1.919010e-03,-1.812939e-03
1446206204878888,1446206204816388,3.993665e-01,-3.178140e-03,-2.228588e-02,-2.765617e-05,-1.196865e-03,-7.390114e-04
1446206204941394,1446206204878888,3.946092e-01,-4.933579e-03,-2.164314e-02,1.392152e-03,-2.324064e-03,-6.603364e-04
1446206205003894,1446206204941394,3.910161e-01,-6.383810e-03,-2.274906e-02,-1.029696e-03,-2.542620e-03,-1.059874e-03
1446206205066392,1446206205003894,3.907700e-01,-6.300654e-03,-2.436342e-02,-2.604560e-03,-1.819719e-03,-1.315543e-03
1446206205128893,1446206205066392,3.832572e-01,-5.647114e-03,-2.512718e-02,-1.582393e-03,1.865529e-04,-1.505663e-03
1446206205191393,1446206205128893,3.778348e-01,-7.668299e-03,-2.371116e-02,-2.092528e-03,2.329724e-04,-1.593668e-03
1446206205253895,1446206205191393,3.729412e-01,-7.519395e-03,-2.293711e-02,-1.260099e-03,8.087955e-04,-1.964195e-03
1446206205316394,1446206205253895,3.733331e-01,-8.489850e-03,-2.505150e-02,-1.695436e-04,1.510527e-03,-2.490996e-03
1446206205378895,1446206205316394,3.701907e-01,-5.571066e-03,-2.282231e-02,1.604720e-03,2.245904e-03,-3.185565e-03
1446206205441396,1446206205378895,3.654291e-01,-5.297735e-03,-2.161910e-02,1.155481e-03,1.630000e-03,-3.337786e-03
1446206205503896,1446206205441396,3.602213e-01,-4.967547e-03,-2.201511e-02,5.997855e-05,5.176647e-04,-2.988137e-03
1446206205566396,1446206205503896,3.582975e-01,-6.880111e-03,-2.258375e-02,7.859224e-04,2.523120e-04,-2.551020e-03
1446206205628898,1446206205566396,3.527559e-01,-6.183570e-03,-2.326349e-02,7.581418e-04,1.091710e-03,-2.455671e-03
1446206205691398,1446206205628898,3.514312e-01,-9.026149e-03,-1.994682e-02,-3.669209e-04,1.352784e-04,-2.412067e-03
1446206205753904,1446206205691398,3.465461e-01,-9.424205e-03,-1.977521e-02,-1.267897e-03,8.332630e-05,-2.639337e-03
1446206205816399,1446206205753904,3.427973e-01,-8.964450e-03,-1.987943e-02,-6.183266e-04,-2.221346e-04,-2.692864e-03
1446206205878901,1446206205816399,3.346805e-01,-8.867336e-03,-2.057554e-02,-7.583060e-04,-2.064168e-04,-2.804792e-03
1446206205941400,1446206205878901,3.299514e-01,-5.278950e-03,-2.121492e-02,1.454664e-03,4.198891e-04,-2.985362e-03
1446206206003901,1446206205941400,3.266794e-01,-5.746347e-03,-2.049933e-02,1.181142e-03,-3.271363e-05,-2.819456e-03
1446206206066401,1446206206003901,3.217591e-01,-2.579666e-03,-2.005927e-02,1.806837e-03,-6.806746e-04,-2.842600e-03
1446206206128902,1446206206066401,3.164560e-01,-3.844118e-03,-2.128298e-02,9.750380e-04,-5.657474e-04,-2.479204e-03
1446206206191402,1446206206128902,3.100742e-01,-3.651584e-03,-1.999042e-02,7.257618e-04,-9.416093e-06,-2.016588e-03
1446206206253904,1446206206191402,3.081605e-01,-5.290274e-03,-1.843770e-02,-6.603346e-04,-3.397213e-04,-1.191009e-03
1446206206316403,1446206206253904,3.021915e-01,-3.740016e-03,-1.834919e-02,8.199940e-04,-8.529931e-04,-7.914699e-04
1446206206378905,1446206206316403,2.964794e-01,-2.383193e-03,-1.661042e-02,9.097117e-05,-1.017261e-03,-5.218827e-04
1446206206441407,1446206206378905,2.933493e-01,-3.350951e-03,-1.719540e-02,-1.606622e-03,-7.491910e-04,-2.859520e-04
1446206206503907,1446206206441407,2.871488e-01,-3.245633e-03,-1.836606e-02,-6.416166e-04,-1.441485e-04,8.636069e-05
1446206206566406,1446206206503907,2.827630e-01,-3.742422e-03,-1.975374e-02,-1.724701e-03,1.264877e-03,4.262114e-04
1446206206628905,1446206206566406,2.801867e-01,-2.730228e-03,-1.835605e-02,-1.394415e-03,7.666907e-04,7.710437e-04
1446206206691406,1446206206628905,2.763141e-01,-8.704087e-04,-1.747214e-02,-7.385870e-04,-6.261897e-04,1.110396e-03
1446206206753907,1446206206691406,2.755304e-01,-7.094824e-05,-1.562467e-02,-4.822055e-04,-2.164345e-03,1.092493e-03
1446206206816407,1446206206753907,2.747415e-01,3.425142e-03,-1.215413e-02,2.605805e-03,-3.938725e-03,1.016044e-03
1446206206878909,1446206206816407,2.728430e-01,6.675981e-03,-1.002680e-02,4.592955e-03,-5.737601e-03,1.249176e-03
1446206206941410,1446206206878909,2.700330e-01,1.064546e-02,-1.195034e-02,5.631766e-03,-3.542492e-03,1.997799e-03
1446206207003910,1446206206941410,2.600244e-01,4.699377e-03,-1.700433e-02,-1.360196e-03,6.786120e-04,3.414700e-03
1446206207066411,1446206207003910,2.528425e-01,-4.454151e-03,-2.216603e-02,-8.420214e-03,4.785386e-03,4.244618e-03
1446206207128912,1446206207066411,2.497740e-01,-6.651328e-03,-2.358864e-02,-6.712964e-03,4.543994e-03,4.434807e-03
1446206207191411,1446206207128912,2.494342e-01,-5.148199e-03,-2.114435e-02,-5.911058e-03,7.794810e-04,4.858155e-03
1446206207253912,1446206207191411,2.512751e-01,6.627016e-04,-1.795352e-02,-3.902316e-03,-1.918955e-03,5.572732e-03
1446206207316413,1446206207253912,2.493466e-01,9.064507e-03,-1.667641e-02,8.658528e-06,-2.682514e-03,6.047709e-03
1446206207378914,1446206207316413,2.463085e-01,1.487765e-02,-1.503476e-02,3.964217e-03,-1.751944e-03,6.136194e-03
1446206207441414,1446206207378914,2.419747e-01,2.140088e-02,-1.343363e-02,9.015855e-03,1.376366e-04,6.006754e-03
1446206207503914,1446206207441414,2.398867e-01,2.428105e-02,-9.079675e-03,9.978185e-03,1.000654e-03,6.736679e-03
1446206207566415,1446206207503914,2.348227e-01,1.520178e-02,-7.443633e-03,-3.465284e-04,3.176140e-03,7.452822e-03
1446206207628915,1446206207566415,2.302260e-01,1.217845e-02,-9.893467e-03,-1.710566e-03,4.537443e-03,8.386963e-03
1446206207691416,1446206207628915,2.281193e-01,9.804688e-03,-1.094620e-02,-2.023917e-03,1.895351e-03,9.974596e-03
1446206207753918,1446206207691416,2.315953e-01,7.772037e-03,-1.273855e-02,-2.542981e-03,-3.665100e-03,1.093047e-02
1446206207816418,1446206207753918,2.289505e-01,8.550419e-03,-1.636282e-02,-2.734458e-03,-4.482692e-03,1.080077e-02
1446206207878918,1446206207816418,2.206289e-01,6.461423e-03,-2.006894e-02,-7.036790e-03,-1.595497e-03,9.998106e-03
1446206207941419,1446206207878918,2.148054e-01,7.556192e-03,-2.209165e-02,-7.117996e-03,1.384779e-03,1.060959e-02
1446206208003919,1446206207941419,2.099228e-01,1.442824e-02,-2.012065e-02,-2.587129e-03,2.933502e-03,1.208930e-02
1446206208066420,1446206208003919,2.082616e-01,1.970338e-02,-1.580388e-02,-2.205005e-04,2.400916e-03,1.436462e-02
1446206208128922,1446206208066420,2.061068e-01,2.709538e-02,-1.278379e-02,3.744575e-03,2.097501e-03,1.547659e-02
1446206208191423,1446206208128922,2.061881e-01,3.848969e-02,-1.263973e-02,1.032228e-02,2.762430e-03,1.608372e-02
1446206208253924,1446206208191423,2.050020e-01,4.501067e-02,-8.532956e-03,1.325356e-02,3.291823e-03,1.677137e-02
1446206208316423,1446206208253924,2.034742e-01,3.880611e-02,-7.518458e-03,5.808458e-03,5.094838e-03,1.831017e-02
1446206208378922,1446206208316423,2.058890e-01,2.796871e-02,-7.641593e-03,-1.763827e-03,3.667369e-03,1.882397e-02
1446206208441423,1446206208378922,2.092494e-01,2.266053e-02,-9.146993e-03,-2.050052e-03,1.832146e-03,1.842950e-02
1446206208503924,1446206208441423,2.127869e-01,1.720030e-02,-8.133716e-03,-5.287181e-03,-1.375743e-03,1.868764e-02
1446206208566423,1446206208503924,2.153495e-01,1.690360e-02,-6.190010e-03,-7.369903e-03,-3.791228e-03,1.916228e-02
1446206208628924,1446206208566423,2.146785e-01,2.473068e-02,-6.902038e-03,-2.483528e-03,-2.924737e-03,1.931006e-02
1446206208691426,1446206208628924,2.104189e-01,3.439494e-02,-6.966429e-03,1.503921e-03,-1.207385e-04,1.969377e-02
1446206208753925,1446206208691426,2.105836e-01,3.862740e-02,-8.210907e-03,2.929592e-03,1.566112e-05,2.137721e-02
1446206208816426,1446206208753925,2.099201e-01,3.801740e-02,-9.257839e-03,1.567301e-03,-1.349983e-03,2.290268e-02
1446206208878927,1446206208816426,2.110797e-01,3.617878e-02,-1.164647e-02,9.876728e-04,-2.072278e-03,2.295508e-02
1446206208941427,1446206208878927,2.131566e-01,3.483333e-02,-1.173049e-02,3.790923e-04,-1.750426e-03,2.150776e-02
1446206209003928,1446206208941427,2.120740e-01,3.873262e-02,-1.264635e-02,2.221958e-03,-3.010264e-03,2.050750e-02
1446206209066428,1446206209003928,2.120672e-01,4.440996e-02,-1.116254e-02,4.907742e-03,-3.216959e-03,2.179703e-02
1446206209128929,1446206209066428,2.111357e-01,4.739403e-02,-9.733760e-03,5.298397e-03,-2.342190e-03,2.370436e-02
1446206209191433,1446206209128929,2.106190e-01,4.728554e-02,-1.128418e-02,4.497568e-03,-2.584227e-03,2.483955e-02
1446206209253932,1446206209191433,2.127557e-01,4.356610e-02,-1.192366e-02,1.926538e-03,-3.014794e-03,2.550377e-02
1446206209316430,1446206209253932,2.154606e-01,3.954784e-02,-9.194339e-03,-2.529126e-04,-3.181260e-03,2.534632e-02
1446206209378934,1446206209316430,2.186574e-01,3.864591e-02,-6.368670e-03,1.103013e-04,-2.966917e-03,2.465454e-02
1446206209441432,1446206209378934,2.176002e-01,3.606794e-02,-7.125766e-03,-4.257217e-03,-1.240877e-03,2.491117e-02
1446206209503933,1446206209441432,2.156254e-01,3.855363e-02,-1.004086e-02,-1.910999e-03,1.319624e-03,2.482345e-02
1446206209566434,1446206209503933,2.147321e-01,4.218988e-02,-1.568120e-02,1.268561e-03,3.001714e-03,2.524419e-02
1446206209628934,1446206209566434,2.174359e-01,3.867642e-02,-1.708060e-02,-3.271870e-03,2.462438e-03,2.578487e-02
1446206209691435,1446206209628934,2.218235e-01,3.636962e-02,-1.585992e-02,-5.326569e-03,4.468718e-05,2.559127e-02
1446206209753935,1446206209691435,2.231429e-01,3.980255e-02,-1.489657e-02,1.775332e-04,-9.176702e-04,2.443883e-02
1446206209816435,1446206209753935,2.248954e-01,4.768135e-02,-1.382232e-02,6.914097e-03,-1.486019e-03,2.416203e-02
1446206209878935,1446206209816435,2.248027e-01,4.943918e-02,-1.239030e-02,6.817236e-03,-1.806760e-03,2.401464e-02
1446206209941436,1446206209878935,2.216245e-01,4.762457e-02,-1.188574e-02,4.774991e-03,-3.426024e-04,2.308541e-02
1446206210003936,1446206209941436,2.178875e-01,4.826827e-02,-1.342597e-02,7.179120e-03,2.584128e-03,2.177693e-02
1446206210066438,1446206210003936,2.154074e-01,4.258296e-02,-1.363885e-02,4.715254e-03,4.678772e-03,2.144869e-02
1446206210128939,1446206210066438,2.151936e-01,3.601714e-02,-1.289815e-02,5.624691e-04,5.614587e-03,2.131974e-02
1446206210191437,1446206210128939,2.149954e-01,3.155363e-02,-1.163716e-02,-4.868523e-04,5.068900e-03,2.093358e-02
1446206210253944,1446206210191437,2.181165e-01,2.972315e-02,-9.794886e-03,-4.578166e-04,2.847204e-03,1.946640e-02
